,Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Driving_experience,Type_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Cause_of_accident,Accident_severity
111,20:00:00,Monday,Over 51,Male,Elementary school,"(1, 2)",Public, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,1,Turnover,Other,Slight
112,20:00:00,Monday,31-50,Unknown,Elementary school,"(5, 10)",Other,Residential areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,1,Going straight,Other,Slight
113,20:00:00,Monday,31-50,Male,Elementary school,"(5, 10)",Lorry,Office areas,Unknown,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,1,Going straight,Moving Backward,Slight
114,17:54:00,Friday,18-30,Male,Elementary school,"(2, 5)",Other,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Unknown,No distancing,Slight
115,17:54:00,Friday,31-50,Male,Elementary school,"(5, 10)",Other, Church areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Moving Backward,Slight
116,18:04:00,Monday,31-50,Unknown,Junior high school,"(5, 10)",Other, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,No priority to vehicle,Slight
117,17:00:00,Friday,18-30,Male,Junior high school,> 10,Pick up upto 10Q,  Recreational areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Moving Backward,Driving carelessly,Slight
118,01:15:00,Saturday,Unknown,Female,Junior high school,> 10,Automobile,  Market areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,3,Turnover,No distancing,Slight
119,01:15:00,Saturday,18-30,Unknown,Elementary school,< 1,Other,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,Other,Slight
120,01:15:00,Saturday,18-30,Male,Elementary school,"(5, 10)",Lorry,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,Changing lane to the right,Slight
121,01:15:00,Saturday,18-30,Male,Elementary school,"(5, 10)",Public, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Unknown,No distancing,Slight
122,18:30:00,Wednesday,31-50,Male,Elementary school,"(2, 5)",Automobile,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,1,Going straight,Driving carelessly,Slight
123,18:30:00,Wednesday,18-30,Male,Elementary school,> 10,Pick up upto 10Q,Office areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight
124,15:52:00,Friday,18-30,Male,Elementary school,"(2, 5)",Lorry,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,No priority to vehicle,Slight
125,15:52:00,Friday,31-50,Male,Junior high school,> 10,Public,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Changing lane to the right,Slight
126,15:52:00,Friday,18-30,Male,Junior high school,< 1,Other,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Reversing,No priority to pedestrian,Slight
127,12:33:00,Tuesday,18-30,Male,Junior high school,"(2, 5)",Lorry,Other,other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,No priority to vehicle,Serious
128,08:59:00,Monday,Under 18,Unknown,Elementary school,"(5, 10)",Pick up upto 10Q,Other,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight
129,08:59:00,Monday,Over 51,Male,Elementary school,"(5, 10)",Other,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Turnover,Slight
130,17:25:00,Saturday,31-50,Male,Elementary school,"(1, 2)",Lorry,Other,other,Tangent road with flat terrain,No junction,Other,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Turnover,Driving to the left,Slight
131,00:53:00,Sunday,18-30,Male,Elementary school,unknown,Ridden horse,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,3,Reversing,Driving carelessly,Slight
132,00:53:00,Sunday,18-30,Male,Junior high school,"(1, 2)",Automobile, Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,3,Going straight,Driving to the left,Slight
133,00:53:00,Sunday,18-30,Male,Junior high school,"(5, 10)",Automobile,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,1,3,Going straight,Driving carelessly,Slight
134,15:20:00,Wednesday,31-50,Male,Elementary school,"(1, 2)",Stationwagen, Church areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Turnover,No priority to pedestrian,Slight
135,18:23:00,Saturday,Under 18,Male,Junior high school,"(5, 10)",Other,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Moving Backward,Driving carelessly,Slight
136,18:23:00,Saturday,18-30,Male,Junior high school,"(2, 5)",Lorry,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,1,Going straight,Changing lane to the right,Slight
137,05:24:00,Friday,31-50,Male,Junior high school,"(2, 5)",Lorry,School areas,other,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,1,Going straight,Moving Backward,Serious
138,12:15:00,Saturday,18-30,Unknown,Junior high school,"(5, 10)",Long lorry,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Crossing,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driving carelessly,Slight
139,22:15:00,Friday,31-50,Male,Junior high school,< 1,Stationwagen,Other,other,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,1,1,Reversing,Changing lane to the right,Slight
140,06:35:00,Friday,31-50,Male,High school,< 1,Public,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,Driving carelessly,Serious
141,06:35:00,Friday,31-50,Male,Junior high school,unknown,Automobile,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,Driving carelessly,Serious
142,17:34:00,Thursday,Under 18,Male,Junior high school,< 1,Public,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,1,2,Going straight,Driving carelessly,Serious
143,17:34:00,Thursday,Under 18,Male,Junior high school,"(2, 5)",Lorry,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,1,2,Parked,Changing lane to the right,Serious
144,04:00:00,Friday,18-30,Unknown,Junior high school,"(2, 5)",Automobile,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,1,4,Going straight,Changing lane to the right,Slight
145,04:00:00,Friday,18-30,Male,Junior high school,"(5, 10)",Lorry, Church areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,1,4,Going straight,Driving carelessly,Slight
146,04:00:00,Friday,18-30,Male,Elementary school,"(5, 10)",Lorry,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,4,Unknown,Overtaking,Slight
147,04:00:00,Friday,18-30,Unknown,Junior high school,"(5, 10)",Pick up upto 10Q,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,4,Going straight,Changing lane to the right,Slight
148,15:50:00,Saturday,18-30,Male,Junior high school,"(5, 10)",Other,Other,Undivided Two way,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,No distancing,Slight
149,08:50:00,Friday,Under 18,Male,Junior high school,"(5, 10)",Automobile,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,1,Stopping,Other,Slight
150,00:25:00,Sunday,18-30,Male,Illiterate,"(2, 5)",Automobile,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Changing lane to the right,Slight
151,00:25:00,Sunday,31-50,Male,Junior high school,"(5, 10)",Lorry,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Overtaking,Changing lane to the right,Slight
152,00:25:00,Sunday,31-50,Male,Junior high school,< 1,Bajaj,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,2,Going straight,Overtaking,Slight
153,00:10:00,Sunday,18-30,Male,Junior high school,"(1, 2)",Automobile,Office areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining and Windy,Collision with roadside objects,2,1,Reversing,Other,Slight
154,00:10:00,Sunday,18-30,Male,Elementary school,"(2, 5)",Lorry,School areas,Double carriageway (median),Tangent road with flat terrain,No junction,Earth roads,Wet or damp,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,2,1,Going straight,Driving to the left,Slight
155,15:20:00,Saturday,Unknown,Female,Elementary school,"(2, 5)",Lorry,Other,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,2,Going straight,Overtaking,Slight
156,15:20:00,Saturday,31-50,Male,Elementary school,"(5, 10)",Lorry,Other,Two-way (divided with broken lines road marking),Tangent road with rolling terrain,Y Shape,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,2,Unknown,No priority to vehicle,Slight
157,15:20:00,Saturday,31-50,Male,Junior high school,"(5, 10)",Automobile, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,2,Going straight,Moving Backward,Slight
158,16:30:00,Saturday,Under 18,Male,Junior high school,unknown,Automobile,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,With Train,2,1,Moving Backward,Other,Slight
159,16:30:00,Saturday,Under 18,Male,Junior high school,> 10,Automobile,Other,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,No priority to vehicle,Slight
160,01:05:00,Friday,Under 18,Male,Junior high school,> 10,Public,Residential areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Moving Backward,No priority to pedestrian,Slight
161,01:05:00,Friday,31-50,Male,Junior high school,> 10,Public,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Changing lane to the right,Slight
162,19:40:00,Monday,Over 51,Male,Junior high school,unknown,Other,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,3,Going straight,Changing lane to the right,Slight
163,19:40:00,Monday,31-50,Male,Junior high school,"(5, 10)",Automobile,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,3,Unknown,Changing lane to the right,Slight
164,19:40:00,Monday,31-50,Male,Junior high school,"(2, 5)",Automobile, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,3,Going straight,Driving to the left,Slight
165,19:08:00,Tuesday,18-30,Male,Elementary school,"(5, 10)",Public,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight
166,19:08:00,Tuesday,18-30,Male,Junior high school,"(2, 5)",Public,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Crossing,Gravel roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Moving Backward,Slight
167,17:50:00,Saturday,Over 51,Male,High school,"(5, 10)",Automobile,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Turnover,Driving at high speed,Slight
168,17:50:00,Saturday,18-30,Male,Junior high school,> 10,Other,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,2,1,Going straight,Moving Backward,Slight
